Program Code,Program Title,Program Genre,Air Date,Air Time,Duration
EP000000351217,60 Minutes,Newsmagazine,20150105,000000,61.0
EP000000351217,60 Minutes,Newsmagazine,20150105,003000,61.0
EP000000351217,60 Minutes,Newsmagazine,20150105,010000,61.0
EP000000351217,60 Minutes,Newsmagazine,20150105,020000,61.0
EP000000351217,60 Minutes,Newsmagazine,20150105,030000,61.0
EP000000860003,The Abbott & Costello Show,Sitcom,20150104,120000,30.0
EP000000860003,The Abbott & Costello Show,Sitcom,20150104,130000,30.0
EP000000860003,The Abbott & Costello Show,Sitcom,20150104,150000,30.0
EP000000860021,The Abbott & Costello Show,Sitcom,20150104,123000,30.0
EP000000860021,The Abbott & Costello Show,Sitcom,20150104,133000,30.0
EP000000860021,The Abbott & Costello Show,Sitcom,20150104,153000,30.0
EP000001150059,The Addams Family,Sitcom,20150104,100000,30.0
EP000001150060,The Addams Family,Sitcom,20150104,180000,30.0
EP000001150061,The Addams Family,Sitcom,20150104,183000,30.0
EP000001830095,Alfred Hitchcock Hour,"Anthology,Drama,Suspense",20150104,070000,60.0
EP000001830095,Alfred Hitchcock Hour,"Anthology,Drama,Suspense",20150104,080000,60.0
EP000001830095,Alfred Hitchcock Hour,"Anthology,Drama,Suspense",20150104,090000,60.0
EP000001830095,Alfred Hitchcock Hour,"Anthology,Drama,Suspense",20150104,110000,60.0
EP000001840029,Alfred Hitchcock Presents,"Anthology,Drama,Suspense",20150104,083000,30.0
EP000001840033,Alfred Hitchcock Presents,"Anthology,Drama,Suspense",20150104,080000,30.0
EP000002040029,All in the Family,Sitcom,20150105,020000,30.0
EP000002040030,All in the Family,Sitcom,20150105,023000,30.0
EP000002360089,Amen,Sitcom,20150104,104500,25.0
EP000002360089,Amen,Sitcom,20150104,134500,25.0
EP000002880190,American Masters,"Anthology,Documentary,Biography",20150104,170000,90.0
EP000002880190,American Masters,"Anthology,Documentary,Biography",20150105,040000,90.0
EP000002880190,American Masters,"Anthology,Documentary,Biography",20150105,074500,90.0
EP000002880190,American Masters,"Anthology,Documentary,Biography",20150105,100000,90.0
EP000002880191,American Masters,"Anthology,Documentary,Biography",20150104,113000,90.0
EP000003240004,The Andy Griffith Show,Sitcom,20150104,090000,30.0
EP000003240005,The Andy Griffith Show,Sitcom,20150104,093000,30.0
EP000003240006,The Andy Griffith Show,Sitcom,20150104,100000,30.0
EP000003240007,The Andy Griffith Show,Sitcom,20150104,103000,30.0
EP000003240015,The Andy Griffith Show,Sitcom,20150104,113000,30.0
EP000003240102,The Andy Griffith Show,Sitcom,20150105,003000,30.0
EP000003240126,The Andy Griffith Show,Sitcom,20150105,043500,30.0
EP000003240204,The Andy Griffith Show,Sitcom,20150104,193000,60.0
EP000003500735,Antiques Roadshow,"Collectibles,Art,Arts/crafts",20150105,010000,30.0
EP000003500735,Antiques Roadshow,"Collectibles,Art,Arts/crafts",20150105,043000,30.0
EP000003500735,Antiques Roadshow,"Collectibles,Art,Arts/crafts",20150105,093000,30.0
EP000003500742,Antiques Roadshow,"Collectibles,Art,Arts/crafts",20150104,233000,30.0
EP000003500753,Antiques Roadshow,"Collectibles,Art,Arts/crafts",20150104,233000,30.0
EP000003690026,Are You Being Served?,Sitcom,20150105,054000,30.0
EP000003920007,Art of the Western World,"Educational,Art",20150105,030000,60.0
EP000004390492,Austin City Limits,Music,20150104,010000,60.0
EP000004390492,Austin City Limits,Music,20150104,020000,60.0
EP000004390492,Austin City Limits,Music,20150104,030000,60.0
EP000004390492,Austin City Limits,Music,20150104,040000,60.0
EP000004390492,Austin City Limits,Music,20150104,040000,64.0
EP000004390492,Austin City Limits,Music,20150104,050000,60.0
EP000004390492,Austin City Limits,Music,20150104,053000,60.0
EP000004390492,Austin City Limits,Music,20150104,060000,60.0
EP000004390492,Austin City Limits,Music,20150104,070000,60.0
EP000004390492,Austin City Limits,Music,20150104,070100,59.0
EP000004390492,Austin City Limits,Music,20150104,073000,60.0
EP000004390492,Austin City Limits,Music,20150104,080000,60.0
EP000004390492,Austin City Limits,Music,20150104,083000,60.0
EP000004390492,Austin City Limits,Music,20150104,090000,60.0
EP000004390492,Austin City Limits,Music,20150104,100000,60.0
EP000004390492,Austin City Limits,Music,20150104,110000,60.0
EP000004390492,Austin City Limits,Music,20150104,120000,60.0
EP000004390492,Austin City Limits,Music,20150105,040000,60.0
EP000004390492,Austin City Limits,Music,20150105,040300,57.0
EP000004390492,Austin City Limits,Music,20150105,041500,45.0
EP000004390492,Austin City Limits,Music,20150105,041500,75.0
EP000004390492,Austin City Limits,Music,20150105,043000,60.0
EP000004390492,Austin City Limits,Music,20150105,050000,60.0
EP000004390492,Austin City Limits,Music,20150105,051500,60.0
EP000004390492,Austin City Limits,Music,20150105,060000,60.0
EP000004390492,Austin City Limits,Music,20150105,070000,60.0
EP000004390492,Austin City Limits,Music,20150105,071500,45.0
EP000004390492,Austin City Limits,Music,20150105,080000,60.0
EP000004390492,Austin City Limits,Music,20150105,093000,60.0
EP000004390492,Austin City Limits,Music,20150105,100300,57.0
EP000004390492,Austin City Limits,Music,20150105,140000,60.0
EP000004790247,Barney & Friends,"Children,Educational",20150104,020000,30.0
EP000004790247,Barney & Friends,"Children,Educational",20150104,100000,30.0
EP000004790301,Barney & Friends,"Children,Educational",20150104,120000,30.0
EP000004790301,Barney & Friends,"Children,Educational",20150104,123000,30.0
EP000004790301,Barney & Friends,"Children,Educational",20150104,130000,30.0
EP000004790301,Barney & Friends,"Children,Educational",20150104,143000,30.0
EP000004790301,Barney & Friends,"Children,Educational",20150104,163000,30.0
EP000004790301,Barney & Friends,"Children,Educational",20150104,213000,30.0
EP000004790324,Barney & Friends,"Children,Educational",20150104,123000,30.0
EP000004800102,Barney Miller,Sitcom,20150105,050000,30.0
EP000004800103,Barney Miller,Sitcom,20150105,053000,30.0
EP000004900080,Batman,"Adventure,Fantasy",20150104,144500,33.0
EP000004900080,Batman,"Adventure,Fantasy",20150104,174500,33.0
EP000004900081,Batman,"Adventure,Fantasy",20150104,151800,33.0
EP000004900081,Batman,"Adventure,Fantasy",20150104,181800,33.0
EP000004900082,Batman,"Adventure,Fantasy",20150104,155100,33.0
EP000004900082,Batman,"Adventure,Fantasy",20150104,185100,33.0
EP000004900084,Batman,"Adventure,Fantasy",20150104,162400,33.0
EP000004900084,Batman,"Adventure,Fantasy",20150104,192400,33.0
EP000004900085,Batman,"Adventure,Fantasy",20150104,165700,33.0
EP000004900085,Batman,"Adventure,Fantasy",20150104,195700,33.0
EP000005181581,Kenneth Copeland,Religious,20150105,020000,30.0
EP000005361090,The Best of the Joy of Painting,"How-to,Art",20150104,103000,30.0
EP000005361121,The Best of the Joy of Painting,"How-to,Art",20150104,220000,30.0
EP000005361129,The Best of the Joy of Painting,"How-to,Art",20150104,180000,30.0
EP000005361131,The Best of the Joy of Painting,"How-to,Art",20150104,153000,30.0
EP000005361134,The Best of the Joy of Painting,"How-to,Art",20150104,193000,30.0
EP000005361134,The Best of the Joy of Painting,"How-to,Art",20150105,173000,30.0
EP000005770383,Bill Dance Outdoors,"Sports non-event,Outdoors,Fishing",20150104,200000,60.0
EP000005770383,Bill Dance Outdoors,"Sports non-event,Outdoors,Fishing",20150105,143000,30.0
EP000006020019,Black Sheep Squadron,"Drama,War",20150105,000000,60.0
EP000006020019,Black Sheep Squadron,"Drama,War",20150105,010000,60.0
EP000006020019,Black Sheep Squadron,"Drama,War",20150105,030000,60.0
EP000006270451,Bob Vila's Home Again,"How-to,House/garden,Home improvement",20150104,160000,30.0
EP000006270451,Bob Vila's Home Again,"How-to,House/garden,Home improvement",20150105,000000,30.0
EP000006270452,Bob Vila's Home Again,"How-to,House/garden,Home improvement",20150104,163000,30.0
EP000006270452,Bob Vila's Home Again,"How-to,House/garden,Home improvement",20150105,003000,30.0
EP000006290337,Bobby Jones Gospel,"Music,Religious,Variety",20150104,140000,60.0
EP000006290337,Bobby Jones Gospel,"Music,Religious,Variety",20150104,170000,60.0
EP000006380116,Bonanza,"Drama,Western",20150104,040000,120.0
EP000006380116,Bonanza,"Drama,Western",20150104,070000,120.0
EP000006528104,Boxing,"Sports event,Boxing",20150104,120000,120.0
EP000006528164,Boxing,"Sports event,Boxing",20150105,033000,120.0
EP000006580030,The Brady Bunch,Sitcom,20150104,093000,30.0
EP000006580030,The Brady Bunch,Sitcom,20150104,123000,30.0
EP000006580033,The Brady Bunch,Sitcom,20150104,080000,30.0
EP000006580033,The Brady Bunch,Sitcom,20150104,110000,30.0
EP000006580034,The Brady Bunch,Sitcom,20150104,073000,30.0
EP000006580034,The Brady Bunch,Sitcom,20150104,103000,30.0
EP000006580035,The Brady Bunch,Sitcom,20150104,083000,30.0
EP000006580035,The Brady Bunch,Sitcom,20150104,113000,30.0
EP000006580036,The Brady Bunch,Sitcom,20150104,103000,30.0
EP000006580036,The Brady Bunch,Sitcom,20150104,133000,30.0
EP000006580037,The Brady Bunch,Sitcom,20150104,090000,30.0
EP000006580037,The Brady Bunch,Sitcom,20150104,120000,30.0
EP000006580041,The Brady Bunch,Sitcom,20150104,173000,30.0
EP000006580041,The Brady Bunch,Sitcom,20150104,183000,30.0
EP000006580041,The Brady Bunch,Sitcom,20150104,203000,30.0
EP000006580047,The Brady Bunch,Sitcom,20150104,170000,30.0
EP000006580047,The Brady Bunch,Sitcom,20150104,180000,30.0
EP000006580047,The Brady Bunch,Sitcom,20150104,200000,30.0
EP000006580049,The Brady Bunch,Sitcom,20150104,180000,30.0
EP000006580049,The Brady Bunch,Sitcom,20150104,190000,30.0
EP000006580049,The Brady Bunch,Sitcom,20150104,210000,30.0
EP000006580052,The Brady Bunch,Sitcom,20150104,183000,30.0
EP000006580052,The Brady Bunch,Sitcom,20150104,193000,30.0
EP000006580052,The Brady Bunch,Sitcom,20150104,213000,30.0
EP000006580097,The Brady Bunch,Sitcom,20150104,100000,30.0
EP000006580097,The Brady Bunch,Sitcom,20150104,130000,30.0
EP000007170107,The Burns and Allen Show,Sitcom,20150104,050000,30.0
EP000007170108,The Burns and Allen Show,Sitcom,20150104,053000,30.0
EP000007460343,California's Gold,Travel,20150105,020000,30.0
EP000008820083,Cheers,Sitcom,20150104,093000,30.0
EP000008820083,Cheers,Sitcom,20150104,123000,30.0
EP000008820088,Cheers,Sitcom,20150104,090000,30.0
EP000008820088,Cheers,Sitcom,20150104,120000,30.0
EP000009320469,Ciao Italia,Cooking,20150104,200000,30.0
EP000009320483,Ciao Italia,Cooking,20150104,220000,30.0
EP000009430043,The Cisco Kid,"Drama,Western",20150104,050000,30.0
EP000009430044,The Cisco Kid,"Drama,Western",20150104,053000,30.0
EP000009430148,The Cisco Kid,"Drama,Western",20150104,103000,30.0
EP000009430149,The Cisco Kid,"Drama,Western",20150104,110000,30.0
EP000009430150,The Cisco Kid,"Drama,Western",20150104,113000,30.0
EP000009430151,The Cisco Kid,"Drama,Western",20150104,120000,30.0
EP000009430152,The Cisco Kid,"Drama,Western",20150104,123000,30.0
EP000009760040,Coach,Sitcom,20150105,043500,30.0
EP000009760147,Coach,Sitcom,20150104,223000,30.0
EP000009937406,College Football,"Sports event,Football,Playoff sports",20150105,050000,120.0
EP000009937406,College Football,"Sports event,Football,Playoff sports",20150105,083000,120.0
EP000009937406,College Football,"Sports event,Football,Playoff sports",20150105,120000,120.0
EP000009937408,College Football,"Sports event,Football,Playoff sports",20150104,063000,150.0
EP000009937408,College Football,"Sports event,Football,Playoff sports",20150105,060000,180.0
EP000009937447,College Football,"Sports event,Football,Playoff sports",20150104,030000,180.0
EP000009937447,College Football,"Sports event,Football,Playoff sports",20150104,150000,180.0
EP000009937447,College Football,"Sports event,Football,Playoff sports",20150105,120000,150.0
EP000009937448,College Football,"Sports event,Football,Playoff sports",20150105,020000,210.0
EP000009937449,College Football,"Sports event,Football,Playoff sports",20150105,070000,150.0
EP000010050005,Columbo,Crime drama,20150105,010000,90.0
EP000010050005,Columbo,Crime drama,20150105,020000,90.0
EP000010050005,Columbo,Crime drama,20150105,040000,90.0
EP000010665569,Coronation Street,"Soap,Drama",20150104,130000,30.0
EP000010665569,Coronation Street,"Soap,Drama",20150104,140000,30.0
EP000010665569,Coronation Street,"Soap,Drama",20150104,160000,30.0
EP000010665570,Coronation Street,"Soap,Drama",20150104,133000,30.0
EP000010665570,Coronation Street,"Soap,Drama",20150104,143000,30.0
EP000010665570,Coronation Street,"Soap,Drama",20150104,163000,30.0
EP000010665571,Coronation Street,"Soap,Drama",20150104,140000,30.0
EP000010665571,Coronation Street,"Soap,Drama",20150104,150000,30.0
EP000010665571,Coronation Street,"Soap,Drama",20150104,170000,30.0
EP000010665572,Coronation Street,"Soap,Drama",20150104,143000,30.0
EP000010665572,Coronation Street,"Soap,Drama",20150104,153000,30.0
EP000010665572,Coronation Street,"Soap,Drama",20150104,173000,30.0
EP000010665573,Coronation Street,"Soap,Drama",20150104,150000,30.0
EP000010665573,Coronation Street,"Soap,Drama",20150104,160000,30.0
EP000010665573,Coronation Street,"Soap,Drama",20150104,180000,30.0
EP000011051416,Creative Living With Sheryl Borden,"How-to,Educational",20150104,190000,30.0
EP000011051420,Creative Living With Sheryl Borden,"How-to,Educational",20150104,143000,30.0
EP000011840488,Day of Discovery,Religious,20150104,123000,30.0
EP000011840488,Day of Discovery,Religious,20150105,003000,30.0
EP000011840488,Day of Discovery,Religious,20150105,033000,30.0
EP000012210013,"Denver, the Last Dinosaur","Children,Adventure,Animated",20150105,010000,30.0
EP000012210014,"Denver, the Last Dinosaur","Children,Adventure,Animated",20150105,013000,30.0
EP000012500048,The Joy of Music With Diane Bish,"Music,Religious",20150105,003000,30.0
EP000012500114,The Joy of Music With Diane Bish,"Music,Religious",20150104,163000,30.0
EP000012500494,The Joy of Music With Diane Bish,"Music,Religious",20150105,000000,30.0
EP000012980042,Dobie Gillis,Sitcom,20150104,100000,30.0
EP000012980042,Dobie Gillis,Sitcom,20150104,110000,30.0
EP000012980042,Dobie Gillis,Sitcom,20150104,130000,30.0
EP000012980133,Dobie Gillis,Sitcom,20150104,103000,30.0
EP000012980133,Dobie Gillis,Sitcom,20150104,113000,30.0
EP000012980133,Dobie Gillis,Sitcom,20150104,133000,30.0
EP000013010542,Doctor Who,"Science fiction,Fantasy",20150104,120000,30.0
EP000013010544,Doctor Who,"Science fiction,Fantasy",20150104,073000,30.0
EP000013010544,Doctor Who,"Science fiction,Fantasy",20150104,123000,30.0
EP000013450147,Dragnet,Crime drama,20150105,023000,30.0
EP000013450147,Dragnet,Crime drama,20150105,033000,30.0
EP000013450370,Dragnet,Crime drama,20150105,020000,30.0
EP000013450370,Dragnet,Crime drama,20150105,030000,30.0
EP000013865818,EastEnders,"Soap,Drama",20150105,050000,30.0
EP000013865819,EastEnders,"Soap,Drama",20150105,053000,30.0
EP000013866032,EastEnders,"Soap,Drama",20150105,050000,30.0
EP000013866043,EastEnders,"Soap,Drama",20150105,053000,30.0
EP000013866306,EastEnders,"Soap,Drama",20150105,040000,30.0
EP000013866307,EastEnders,"Soap,Drama",20150105,043000,30.0
EP000013866326,EastEnders,"Soap,Drama",20150104,080000,30.0
EP000013866327,EastEnders,"Soap,Drama",20150104,083000,30.0
EP000013866328,EastEnders,"Soap,Drama",20150105,043000,30.0
EP000014040020,Economics U$A,Bus./financial,20150104,170000,30.0
EP000014040021,Economics U$A,Bus./financial,20150104,173000,30.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150104,000000,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150104,010000,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150104,020000,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150104,030000,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150104,043500,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150104,050000,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150104,060000,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150104,063000,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150104,063500,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150104,070400,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150104,070500,55.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150104,073000,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150104,073300,57.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150104,073400,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150104,073500,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150104,073900,57.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150104,080000,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150104,080500,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150104,083500,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150104,090500,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150104,093000,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150104,100000,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150104,170000,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150104,180000,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150104,190000,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150104,200000,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150104,210000,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150104,220000,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150105,000000,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150105,020000,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150105,040000,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150105,043000,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150105,043500,55.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150105,043500,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150105,050000,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150105,050500,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150105,053000,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150105,060000,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150105,060500,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150105,063000,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150105,063500,57.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150105,063500,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150105,070500,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150105,070700,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150105,073000,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150105,073500,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150105,074500,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150105,083500,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150105,090000,60.0
EP000014577195,Entertainment Tonight,"Newsmagazine,Entertainment",20150105,090200,60.0
EP000015180062,F Troop,Sitcom,20150104,110000,30.0
EP000015180062,F Troop,Sitcom,20150104,120000,30.0
EP000015180062,F Troop,Sitcom,20150104,140000,30.0
EP000015180064,F Troop,Sitcom,20150104,113000,30.0
EP000015180064,F Troop,Sitcom,20150104,123000,30.0
EP000015180064,F Troop,Sitcom,20150104,143000,30.0
EP000015221149,Face the Nation,"Talk,News,Public affairs,Politics",20150104,163000,30.0
EP000015221149,Face the Nation,"Talk,News,Public affairs,Politics",20150105,080500,30.0
EP000015221152,Face the Nation,"Talk,News,Public affairs,Politics",20150104,153000,30.0
EP000015221152,Face the Nation,"Talk,News,Public affairs,Politics",20150104,153000,60.0
EP000015221152,Face the Nation,"Talk,News,Public affairs,Politics",20150104,160000,30.0
EP000015221152,Face the Nation,"Talk,News,Public affairs,Politics",20150104,160000,60.0
EP000015221152,Face the Nation,"Talk,News,Public affairs,Politics",20150104,163000,30.0
EP000015221152,Face the Nation,"Talk,News,Public affairs,Politics",20150104,163000,60.0
EP000015221152,Face the Nation,"Talk,News,Public affairs,Politics",20150105,010000,30.0
EP000015221152,Face the Nation,"Talk,News,Public affairs,Politics",20150105,043000,30.0
EP000015221152,Face the Nation,"Talk,News,Public affairs,Politics",20150105,043000,60.0
EP000015221152,Face the Nation,"Talk,News,Public affairs,Politics",20150105,050500,30.0
EP000015221152,Face the Nation,"Talk,News,Public affairs,Politics",20150105,060000,30.0
EP000015221152,Face the Nation,"Talk,News,Public affairs,Politics",20150105,060500,30.0
EP000015221152,Face the Nation,"Talk,News,Public affairs,Politics",20150105,063000,60.0
EP000015221152,Face the Nation,"Talk,News,Public affairs,Politics",20150105,063500,30.0
EP000015221152,Face the Nation,"Talk,News,Public affairs,Politics",20150105,070000,30.0
EP000015221152,Face the Nation,"Talk,News,Public affairs,Politics",20150105,073000,30.0
EP000015221152,Face the Nation,"Talk,News,Public affairs,Politics",20150105,073500,60.0
EP000015221152,Face the Nation,"Talk,News,Public affairs,Politics",20150105,080000,30.0
EP000015221152,Face the Nation,"Talk,News,Public affairs,Politics",20150105,080500,30.0
EP000015221152,Face the Nation,"Talk,News,Public affairs,Politics",20150105,080700,30.0
EP000015221152,Face the Nation,"Talk,News,Public affairs,Politics",20150105,083000,30.0
EP000015221152,Face the Nation,"Talk,News,Public affairs,Politics",20150105,083500,25.0
EP000015221152,Face the Nation,"Talk,News,Public affairs,Politics",20150105,083500,30.0
EP000015221152,Face the Nation,"Talk,News,Public affairs,Politics",20150105,090500,25.0
EP000015221152,Face the Nation,"Talk,News,Public affairs,Politics",20150105,100500,30.0
EP000015630012,Fantasy Island,"Drama,Adventure,Fantasy",20150105,020000,60.0
EP000015810184,Father Knows Best,Sitcom,20150104,070000,30.0
EP000015810185,Father Knows Best,Sitcom,20150104,073000,30.0
EP000015880001,Fawlty Towers,Sitcom,20150104,010000,31.0
EP000015880001,Fawlty Towers,Sitcom,20150105,041500,45.0
EP000015880012,Fawlty Towers,Sitcom,20150105,044500,35.0
EP000016480015,The Flintstones,"Children,Comedy,Animated",20150104,060000,30.0
EP000016480016,The Flintstones,"Children,Comedy,Animated",20150104,063000,30.0
EP000016480017,The Flintstones,"Children,Comedy,Animated",20150105,060000,30.0
EP000016480018,The Flintstones,"Children,Comedy,Animated",20150105,063000,30.0
EP000016500073,Flipper,"Drama,Adventure",20150104,210000,30.0
EP000016500076,Flipper,"Drama,Adventure",20150104,213000,30.0
EP000016650067,The Flying Nun,Sitcom,20150104,160000,30.0
EP000016650068,The Flying Nun,Sitcom,20150104,163000,30.0
EP000017620321,Frontline,"Documentary,History,Religious",20150105,020000,120.0
EP000017620612,Frontline,"Documentary,Newsmagazine",20150104,100000,60.0
EP000017710188,Full House,Sitcom,20150105,010000,30.0
EP000017710188,Full House,Sitcom,20150105,040000,30.0
EP000017710189,Full House,Sitcom,20150105,013000,30.0
EP000017710189,Full House,Sitcom,20150105,043000,30.0
EP000017710191,Full House,Sitcom,20150105,020000,30.0
EP000017710191,Full House,Sitcom,20150105,050000,30.0
EP000017710193,Full House,Sitcom,20150105,023000,30.0
EP000017710193,Full House,Sitcom,20150105,053000,30.0
EP000018260034,Get Smart,Sitcom,20150105,050000,30.0
EP000018260034,Get Smart,Sitcom,20150105,060000,30.0
EP000018260034,Get Smart,Sitcom,20150105,080000,30.0
EP000018260036,Get Smart,Sitcom,20150105,053000,30.0
EP000018260036,Get Smart,Sitcom,20150105,063000,30.0
EP000018260036,Get Smart,Sitcom,20150105,083000,30.0
EP000018380009,Gidget,Sitcom,20150104,150000,30.0
EP000018380010,Gidget,Sitcom,20150104,153000,30.0
EP000018430093,Gilligan's Island,Sitcom,20150104,140000,30.0
EP000018430093,Gilligan's Island,Sitcom,20150104,150000,30.0
EP000018430093,Gilligan's Island,Sitcom,20150104,170000,30.0
EP000018430095,Gilligan's Island,Sitcom,20150104,143000,30.0
EP000018430095,Gilligan's Island,Sitcom,20150104,153000,30.0
EP000018430095,Gilligan's Island,Sitcom,20150104,173000,30.0
EP000018489706,Girls High School Basketball,"Sports event,Basketball",20150103,230000,120.0
EP000018489706,Girls High School Basketball,"Sports event,Basketball",20150104,030000,120.0
EP000018489706,Girls High School Basketball,"Sports event,Basketball",20150104,030000,60.0
EP000018489706,Girls High School Basketball,"Sports event,Basketball",20150104,093000,120.0
EP000018489706,Girls High School Basketball,"Sports event,Basketball",20150104,153000,120.0
EP000018489706,Girls High School Basketball,"Sports event,Basketball",20150104,153000,90.0
EP000018489706,Girls High School Basketball,"Sports event,Basketball",20150105,000000,120.0
EP000018489706,Girls High School Basketball,"Sports event,Basketball",20150105,150000,120.0
EP000018900385,Babe Winkelman's Good Fishing,"Sports non-event,Fishing",20150104,143000,30.0
EP000018936973,Good Morning America,"Talk,News",20150104,120000,60.0
EP000018936973,Good Morning America,"Talk,News",20150104,130000,60.0
EP000018936973,Good Morning America,"Talk,News",20150104,140000,60.0
EP000018936973,Good Morning America,"Talk,News",20150104,150000,60.0
EP000018980061,Good Times,Sitcom,20150105,000000,30.0
EP000018980064,Good Times,Sitcom,20150105,003000,30.0
EP000018980128,Good Times,Sitcom,20150104,063000,30.0
EP000018980128,Good Times,Sitcom,20150105,063000,30.0
EP000019520126,Green Acres,Sitcom,20150104,200000,30.0
EP000019520128,Green Acres,Sitcom,20150104,203000,30.0
EP000020080032,Hart to Hart,"Crime drama,Adventure,Action",20150104,060000,60.0
EP000020080032,Hart to Hart,"Crime drama,Adventure,Action",20150104,090000,60.0
EP000020080033,Hart to Hart,"Crime drama,Adventure,Action",20150104,070000,60.0
EP000020080033,Hart to Hart,"Crime drama,Adventure,Action",20150104,100000,60.0
EP000020080034,Hart to Hart,"Crime drama,Adventure,Action",20150105,060000,60.0
EP000020080034,Hart to Hart,"Crime drama,Adventure,Action",20150105,090000,60.0
EP000020080035,Hart to Hart,"Crime drama,Adventure,Action",20150105,070000,60.0
EP000020080035,Hart to Hart,"Crime drama,Adventure,Action",20150105,100000,60.0
EP000020140069,Hawaii Five-0,Crime drama,20150104,230000,60.0
EP000020140069,Hawaii Five-0,Crime drama,20150105,000000,60.0
EP000020140069,Hawaii Five-0,Crime drama,20150105,020000,60.0
EP000020510248,Hee Haw,Music,20150104,060000,60.0
EP000020510250,Hee Haw,Music,20150105,010000,60.0
EP000020510250,Hee Haw,Music,20150105,113000,60.0
EP000020650051,Here Come the Brides,"Drama,Adventure",20150104,120000,60.0
EP000020650052,Here Come the Brides,"Drama,Adventure",20150104,130000,60.0
EP000020800069,The High Chaparral,"Drama,Western",20150104,070000,60.0
EP000020800069,The High Chaparral,"Drama,Western",20150104,100000,60.0
EP000020800071,The High Chaparral,"Drama,Western",20150104,060000,60.0
EP000020800071,The High Chaparral,"Drama,Western",20150104,090000,60.0
EP000020871508,High School Hockey,"Sports event,Hockey",20150104,133000,120.0
EP000020871508,High School Hockey,"Sports event,Hockey",20150104,213000,120.0
EP000020871508,High School Hockey,"Sports event,Hockey",20150105,113000,120.0
EP000020872257,High School Hockey,"Sports event,Hockey",20150104,170000,120.0
EP000020872257,High School Hockey,"Sports event,Hockey",20150104,173000,120.0
