MSO_Code,Device ID,Event Date,Event Time,Station Number,Program Code
01540,00000004ea77,20150104,153647,11180,EP008994700148
01540,00000004ea77,20150104,153657,10051,MV000193450000
01540,00000004ea77,20150104,155518,18480,MV002558140000
01540,00000004ea77,20150104,155532,10051,MV000193450000
01540,00000004ea77,20150104,171626,10918,MV001426430000
01540,00000004ea77,20150104,172250,10051,MV000193450000
01540,00000004ea77,20150104,174921,10918,MV001426430000
01540,00000004ea77,20150104,182133,10051,MV000193450000
01540,00000004ea77,20150104,182312,10918,MV001426430000
01540,00000004ea77,20150104,182529,99993,MP_MISSINGPROGRAM
01540,00000004ea77,20150104,182541,10918,MV001426430000
01540,00000004ea77,20150104,182656,99993,MP_MISSINGPROGRAM
01540,00000004ea77,20150104,182703,10051,MV000193450000
01540,00000004ea77,20150104,184201,10918,MV001426430000
01540,00000004ea77,20150104,184400,10051,MV000193450000
01540,00000004ea77,20150104,185448,10918,MV001426430000
01540,00000004ea77,20150104,190000,10918,MV001304750000
01540,00000004ea77,20150104,194754,18480,MV006559650000
01540,00000004ea77,20150104,200000,18480,MV005478330000
01540,00000004ea77,20150104,220000,18480,MV004977080000
01540,00000004eabd,20150104,000000,11150,EP015676680039
01540,00000004eabd,20150104,000039,14771,EP020382010001
01540,00000004eabd,20150104,000045,99993,MP_MISSINGPROGRAM
01540,00000004eabd,20150104,000103,10986,MV001411120000
01540,00000004eabd,20150104,000126,99993,MP_MISSINGPROGRAM
01540,00000004eabd,20150104,000141,10138,EP017109620219
01540,00000004eabd,20150104,000207,11158,EP006459520145
01540,00000004eabd,20150104,000213,99993,MP_MISSINGPROGRAM
01540,00000004eabd,20150104,000225,46784,SH008073210000
01540,00000004eabd,20150104,000336,14988,MV002614040000
01540,00000004eabd,20150104,000348,15295,MV001284880000
01540,00000004eabd,20150104,000408,55205,MV003865650000
01540,00000004eabd,20150104,000418,22561,EP014871120002
01540,00000004eabd,20150104,000451,46784,SH008073210000
01540,00000004eabd,20150104,020000,46784,SH019967110000
01540,00000004eabd,20150104,023000,46784,SH000000010000
01540,00000004eabd,20150104,030000,46784,SH000000010000
01540,00000004eabd,20150104,033000,46784,SH000000010000
01540,00000004eabd,20150104,040000,46784,SH014157500000
01540,00000004eabd,20150104,043000,46784,SH019399480000
01540,00000004eabd,20150104,050000,46784,SH020351380000
01540,00000004eabd,20150104,053000,46784,SH019621050000
01540,00000004eabd,20150104,060000,46784,SH018102820000
01540,00000004eabd,20150104,063000,46784,SH000000010000
01540,00000004eabd,20150104,070000,46784,SH020480900000
01540,00000004eabd,20150104,073000,46784,SH000000010000
01540,00000004eabd,20150104,080000,46784,SH002822420000
01540,00000004eabd,20150104,083000,46784,SH001759450000
01540,00000004eabd,20150104,090000,46784,SH000000010000
01540,00000004eabd,20150104,093000,46784,SH000000010000
01540,00000004eabd,20150104,100000,46784,EP000041800034
01540,00000004eabd,20150104,103000,46784,EP000041800035
01540,00000004eabd,20150104,110000,46784,EP004891370021
01540,00000004eabd,20150104,120000,46784,EP000702070042
01540,00000004eabd,20150104,123000,46784,EP000702070027
01540,00000004eabd,20150104,130000,46784,EP000109190240
01540,00000004eabd,20150104,133000,46784,EP000109190243
01540,00000004eabd,20150104,140000,46784,EP000180920069
01540,00000004eabd,20150104,143000,46784,EP000180920070
01540,00000004eabd,20150104,150000,46784,SH000006380000
01540,00000004eabd,20150104,154549,56905,EP016097740012
01540,00000004eabd,20150104,154559,55205,MV003653810000
01540,00000004eabd,20150104,154614,14873,MV001784360000
01540,00000004eabd,20150104,154629,99993,MP_MISSINGPROGRAM
01540,00000004eabd,20150104,154639,16616,EP004154020120
01540,00000004eabd,20150104,154651,15295,MV003418790000
01540,00000004eabd,20150104,154657,11066,EP000044070003
01540,00000004eabd,20150104,154743,14988,MV003246520000
01540,00000004eabd,20150104,154755,99993,MP_MISSINGPROGRAM
01540,00000004eabd,20150104,154803,30754,EP000031281216
01540,00000004eabd,20150104,154811,12852,MV000011580000
01540,00000004eabd,20150104,154839,19746,SH007808970000
01540,00000004eabd,20150104,154847,11150,EP016097740012
01540,00000004eabd,20150104,154853,11187,EP019972600005
01540,00000004eabd,20150104,154951,10142,SH000690190000
01540,00000004eabd,20150104,154959,99993,MP_MISSINGPROGRAM
01540,00000004eabd,20150104,155007,14771,EP016806140004
01540,00000004eabd,20150104,155227,99993,MP_MISSINGPROGRAM
01540,00000004eabd,20150104,155249,10986,EP011572460064
01540,00000004eabd,20150104,155306,10139,SH019292170000
01540,00000004eabd,20150104,155820,11187,EP019972600005
01540,00000004eabd,20150104,160005,56905,EP016097740038
01540,00000004eabd,20150104,160701,99993,MP_MISSINGPROGRAM
01540,00000004eabd,20150104,160716,11066,EP000044070005
01540,00000004eabd,20150104,160729,14988,MV003246520000
01540,00000004eabd,20150104,160740,46784,EP000029640015
01540,00000004eabd,20150104,160746,12852,MV000011580000
01540,00000004eabd,20150104,161008,56905,EP016097740038
01540,00000004eabd,20150104,163000,56905,EP016097740050
01540,00000004eabd,20150104,165812,11896,SP003085720000
01540,00000004eabd,20150104,165853,12852,MV000011580000
01540,00000004eabd,20150104,170104,11913,EP016328900040
01540,00000004eabd,20150104,170113,11741,SH019732610000
01540,00000004eabd,20150104,170150,11913,EP016328900040
01540,00000004eabd,20150104,170204,11066,EP000044070007
01540,00000004eabd,20150104,170217,56905,EP015103710057
01540,00000004eabd,20150104,170238,14873,MV001784360000
01540,00000004eabd,20150104,170317,22561,SH020180280000
01540,00000004eabd,20150104,170323,12852,MV000011580000
01540,00000004eabd,20150104,174748,46784,EP000030250004
01540,00000004eabd,20150104,174808,14873,MV001983600000
01540,00000004eabd,20150104,174819,11066,EP000044070007
01540,00000004eabd,20150104,174828,11187,EP017952370007
01540,00000004eabd,20150104,180000,11187,EP017952370008
01540,00000004eabd,20150104,180039,11896,SP003085720000
01540,00000004eabd,20150104,180046,11913,SH003602880000
01540,00000004eabd,20150104,181516,46784,EP000030250004
01540,00000004eabd,20150104,181530,56905,EP015103710062
01540,00000004eabd,20150104,181547,11913,SH003602880000
01540,00000004eabd,20150104,182053,56905,EP015103710062
01540,00000004eabd,20150104,183544,99993,MP_MISSINGPROGRAM
01540,00000004eabd,20150104,183552,22561,SH018161890000
01540,00000004eabd,20150104,183558,15295,MV000373980000
01540,00000004eabd,20150104,183606,11066,EP001513660123
01540,00000004eabd,20150104,183616,14988,MV000962060000
01540,00000004eabd,20150104,183644,12852,MV000047400000
01540,00000004eabd,20150104,183654,56905,EP015103710062
01540,00000004eabd,20150104,190000,56905,EP015103710059
01540,00000004eabd,20150104,200000,56905,EP017324570030
01540,00000004eabd,20150104,210000,56905,EP015103710063
01540,00000004eabd,20150104,220000,56905,EP020481210008
01540,00000004eabd,20150104,230000,56905,EP015103710063
01540,00000004eabd,20150104,230115,11896,SH007302710000
01540,00000004eabd,20150104,231815,30754,SH007302710000
01540,00000004eabd,20150104,231821,46784,EP008622330001
01540,00000004eabd,20150104,231828,12852,MV000049640000
01540,00000004eabd,20150104,233348,56905,EP015103710063
01540,00000004eabd,20150104,233406,99993,MP_MISSINGPROGRAM
01540,00000004eabd,20150104,233414,18718,SH008131590000
01540,00000004eabd,20150104,233424,22561,SH014740380000
01540,00000004eabd,20150104,233432,12852,MV000049640000
01540,00000004eabd,20150104,233444,46784,EP008622330001
01540,00000004eb8f,20150104,130144,11097,MV001534670000
01540,00000004eb8f,20150104,131818,55205,MV002801690000
01540,00000004eb8f,20150104,131911,11097,MV001534670000
01540,00000004eb8f,20150104,131918,55205,MV002801690000
01540,00000004eb8f,20150104,131955,60468,EP011935230024
01540,00000004eb8f,20150104,132038,99993,MP_MISSINGPROGRAM
01540,00000004eb8f,20150104,132046,11207,EP003169780273
01540,00000004eb8f,20150104,133914,50747,EP012150420033
01540,00000004eb8f,20150104,134309,99993,MP_MISSINGPROGRAM
01540,00000004eb8f,20150104,134316,11207,EP003169780273
01540,00000004eb8f,20150104,140000,11207,EP003169780274
01540,00000004eb8f,20150104,140204,99993,MP_MISSINGPROGRAM
01540,00000004eb8f,20150104,140212,50747,EP012150420034
01540,00000004eb8f,20150104,140223,99993,MP_MISSINGPROGRAM
01540,00000004eb8f,20150104,140232,31709,EP014195350017
01540,00000004eb8f,20150104,140242,58515,MV001173170000
01540,00000004eb8f,20150104,140251,58812,EP019972600004
01540,00000004eb8f,20150104,140926,58646,SH000690190000
01540,00000004eb8f,20150104,140940,58718,SH019685620000
01540,00000004eb8f,20150104,141048,60179,EP001777901015
01540,00000004eb8f,20150104,141121,59615,MV002268660000
01540,00000004eb8f,20150104,141139,99993,MP_MISSINGPROGRAM
01540,00000004eb8f,20150104,141146,60222,EP011588160032
01540,00000004eb8f,20150104,141202,36205,EP005502520302
01540,00000004eb8f,20150104,141413,36212,EP016169600001
01540,00000004eb8f,20150104,141421,99993,MP_MISSINGPROGRAM
01540,00000004eb8f,20150104,141447,55205,MV003653810000
01540,00000004eb8f,20150104,141525,11097,MV001534670000
01540,00000004eb8f,20150104,144548,64241,SH000028660000
01540,00000004eb8f,20150104,144556,55205,MV003653810000
01540,00000004eb8f,20150104,144912,99993,MP_MISSINGPROGRAM
01540,00000004eb8f,20150104,144919,60468,EP011935230027
01540,00000004eb8f,20150104,145259,10021,MV000385640000
01540,00000004eb8f,20150104,145347,99993,MP_MISSINGPROGRAM
01540,00000004eb8f,20150104,145403,60468,EP011935230027
01540,00000004eb8f,20150104,150000,60468,EP011935230011
01540,00000004eb8f,20150104,150112,14321,MV002510450000
01540,00000004eb8f,20150104,150134,59337,MV000385640000
01540,00000004eb8f,20150104,150153,66268,MV005607090000
01540,00000004eb8f,20150104,150225,11207,EP003169780275
01540,00000004eb8f,20150104,150341,50747,EP012150420035
01540,00000004eb8f,20150104,151130,19746,SH015115930000
01540,00000004eb8f,20150104,151151,31711,EP007701430608
01540,00000004eb8f,20150104,151221,50747,EP012150420035
01540,00000004eb8f,20150104,152229,99993,MP_MISSINGPROGRAM
01540,00000004eb8f,20150104,152244,31709,SH019699440000
01540,00000004eb8f,20150104,152328,99993,MP_MISSINGPROGRAM
01540,00000004eb8f,20150104,152334,58812,EP019972600005
01540,00000004eb8f,20150104,152347,99993,MP_MISSINGPROGRAM
01540,00000004eb8f,20150104,152354,59615,MV002268660000
01540,00000004eb8f,20150104,152402,31226,SH012592830000
01540,00000004eb8f,20150104,152419,10145,EP003915550527
01540,00000004eb8f,20150104,152425,60222,EP011588160032
01540,00000004eb8f,20150104,152525,36212,EP002400600100
01540,00000004eb8f,20150104,152539,46710,MV000388310000
01540,00000004eb8f,20150104,161747,58574,MV003773670000
01540,00000004eb8f,20150104,161753,99993,MP_MISSINGPROGRAM
01540,00000004eb8f,20150104,161800,55205,MV000840330000
01540,00000004eb8f,20150104,162537,11097,MV002256490000
01540,00000004eb8f,20150104,162545,60468,EP007817380002
01540,00000004eb8f,20150104,163755,11097,MV002256490000
01540,00000004eb8f,20150104,164141,60468,EP007817380002
01540,00000004eb8f,20150104,164833,11097,MV002256490000
01540,00000004eb8f,20150104,165022,64241,EP010675590094
01540,00000004eb8f,20150104,165030,58780,SH018009580000
01540,00000004eb8f,20150104,165243,60048,EP020204320003
01540,00000004eb8f,20150104,165251,99993,MP_MISSINGPROGRAM
01540,00000004eb8f,20150104,165259,65732,EP011667880006
01540,00000004eb8f,20150104,170000,65732,EP011667880004
01540,00000004eb8f,20150104,170327,63236,MV000193450000
01540,00000004eb8f,20150104,170615,11163,MV004074550000
01540,00000004eb8f,20150104,170919,61960,EP017355320030
01540,00000004eb8f,20150104,170949,99993,MP_MISSINGPROGRAM
01540,00000004eb8f,20150104,171000,59444,MV001784360000
01540,00000004eb8f,20150104,171006,99993,MP_MISSINGPROGRAM
01540,00000004eb8f,20150104,171017,49438,EP017200220022
01540,00000004eb8f,20150104,171024,99993,MP_MISSINGPROGRAM
01540,00000004eb8f,20150104,171030,34763,MV003231490000
01540,00000004eb8f,20150104,171050,60468,EP007817380004
01540,00000004eb8f,20150104,172359,11097,MV001980620000
01540,00000004eb8f,20150104,172407,64241,EP010675590032
01540,00000004eb8f,20150104,172430,99993,MP_MISSINGPROGRAM
01540,00000004eb8f,20150104,172441,59337,MV000285570000
01540,00000004eb8f,20150104,172452,16617,EP007817380004
01540,00000004eb8f,20150104,172459,14321,MV003773670000
01540,00000004eb8f,20150104,172514,10021,MV000285570000
01540,00000004eb8f,20150104,172529,99993,MP_MISSINGPROGRAM
01540,00000004eb8f,20150104,172535,31709,EP016328900040
01540,00000004eb8f,20150104,172808,58515,MV002699170000
01540,00000004eb8f,20150104,172927,99993,MP_MISSINGPROGRAM
01540,00000004eb8f,20150104,172937,59615,MV002483970000
01540,00000004eb8f,20150104,173022,59337,MV000357620000
01540,00000004eb8f,20150104,173201,11163,MV001818050000
01540,00000004eb8f,20150104,173309,59440,EP017109620164
01540,00000004eb8f,20150104,173350,61960,EP017355320030
01540,00000004eb8f,20150104,173420,64490,EP012192170130
01540,00000004eb8f,20150104,173852,59444,MV001983600000
01540,00000004eb8f,20150104,173925,70522,EP006794010263
01540,00000004eb8f,20150104,174020,67375,EP016245830010
01540,00000004eb8f,20150104,174029,49438,EP017200220022
01540,00000004eb8f,20150104,174040,34763,MV003231490000
01540,00000004eb8f,20150104,174141,16834,EP019628430014
01540,00000004eb8f,20150104,174407,58530,MV000035700000
01540,00000004eb8f,20150104,174415,99993,MP_MISSINGPROGRAM
01540,00000004eb8f,20150104,174434,31711,EP012800400090
01540,00000004eb8f,20150104,174440,50747,EP012150420037
01540,00000004eb8f,20150104,174450,11207,EP003169780309
01540,00000004eb8f,20150104,180000,11207,EP003169780314
01540,00000004eb8f,20150104,183000,50747,EP012150420038
01540,00000004eb8f,20150104,190000,50747,EP012150420039
01540,00000004eb8f,20150104,190701,55205,EP000809550004
01540,00000004eb8f,20150104,191400,11097,MV002414730000
01540,00000004eb8f,20150104,191408,55205,EP000809550004
01540,00000004eb8f,20150104,191504,14873,MV001983600000
01540,00000004eb8f,20150104,191917,11097,MV002414730000
01540,00000004eb8f,20150104,191927,60468,EP007817380001
01540,00000004eb8f,20150104,192007,55205,EP000809550004
01540,00000004eb8f,20150104,192352,60468,EP007817380001
01540,00000004eb8f,20150104,192553,55205,EP000809550004
01540,00000004eb8f,20150104,192938,55205,EP000809550004
01540,00000004eb8f,20150104,193236,60468,EP007817380001
01540,00000004eb8f,20150104,193908,55205,EP000809550004
01540,00000004eb8f,20150104,194517,60468,EP007817380001
01540,00000004eb8f,20150104,195105,55205,EP000809550004
01540,00000004eb8f,20150104,200000,55205,EP000809550003
01540,00000004eb8f,20150104,200239,60468,EP007817380003
01540,00000004eb8f,20150104,202041,55205,EP000809550003
01540,00000004eb8f,20150104,202126,14873,MV001983600000
01540,00000004eb8f,20150104,202137,55205,EP000809550003
01540,00000004eb8f,20150104,202143,11097,MV002414730000
01540,00000004eb8f,20150104,202332,55205,EP000809550003
01540,00000004eb8f,20150104,203140,11097,MV002414730000
01540,00000004eb8f,20150104,203157,55205,EP000809550003
01540,00000004eb8f,20150104,203206,14873,MV001983600000
01540,00000004eb8f,20150104,203213,60468,EP007817380003
01540,00000004eb8f,20150104,203314,14873,MV001983600000
01540,00000004eb8f,20150104,203451,55205,EP000809550003
01540,00000004eb8f,20150104,205007,14873,MV001983600000
01540,00000004eb8f,20150104,205408,55205,EP000809550003
01540,00000004eb8f,20150104,205940,36205,EP020732470002
01540,00000004eb8f,20150104,210000,36205,EP010883320121
01540,00000004eb8f,20150104,220600,36205,SH020325450000
01540,00000004eb8f,20150104,220938,60468,EP007817380087
01540,00000004eb8f,20150104,222053,11097,MV001874220000
01540,00000004eb8f,20150104,222505,11097,MV001874220000
01540,00000004eb8f,20150104,222547,60468,EP007817380087
01540,00000004eb8f,20150104,222942,16616,SH020836130000
01540,00000004eb8f,20150104,223201,16616,SH020836130000
01540,00000004eb8f,20150104,223303,60468,EP007817380087
01540,00000004eb8f,20150104,223313,16616,SH020836130000
01540,00000004eb8f,20150104,223412,60468,EP007817380087
01540,00000004eb8f,20150104,225245,11097,MV001874220000
01540,00000004eb8f,20150104,225332,60468,EP007817380087
01540,00000004eb8f,20150104,225342,11097,MV001874220000
01540,00000004eb8f,20150104,225713,60468,EP007817380087
01540,00000004eb8f,20150104,225942,60468,EP007817380087
01540,00000004eb8f,20150104,230000,60468,EP007817380003
01540,00000004eb8f,20150104,230048,30754,SH007302710000
01540,00000004eb8f,20150104,233500,30754,EP019661800052
01540,00000004eba5,20150104,000000,59684,EP014482900028
01540,00000004eba5,20150104,003000,59684,EP014482900029
01540,00000004eba5,20150104,010000,59684,EP014482900030
01540,00000004eba5,20150104,013000,59684,EP014482900031
01540,00000004eba5,20150104,020000,59684,EP014482900032
01540,00000004eba5,20150104,023000,59684,EP014482900033
01540,00000004eba5,20150104,114813,59684,EP014482900045
01540,00000004eba5,20150104,114842,16615,EP020547120002
01540,00000004eba5,20150104,121331,16615,EP020547120003
01540,00000004eba5,20150104,123322,16615,EP020547120003
01540,00000004eba5,20150104,123336,30754,SH002769000000
01540,00000004eba5,20150104,123343,16615,EP020547120003
01540,00000004eba5,20150104,123624,30754,SH002769000000
01540,00000004eba5,20150104,123630,16615,EP020547120003
01540,00000004eba5,20150104,130000,16615,EP020547120004
01540,00000004eba5,20150104,130020,30754,EP000031281216
01540,00000004eba5,20150104,163000,30754,SP003085720000
01540,00000004eba5,20150104,171308,42599,EP000031281283
01540,00000004eba5,20150104,193000,42599,SH007795570000
01540,00000004eba5,20150104,200000,42599,EP000186930566
01540,00000004eba5,20150104,203000,42599,EP017390090035
01540,00000004eba5,20150104,204718,70522,EP006794010278
01540,00000004eba5,20150104,210000,70522,EP016985160038
01540,00000004eba5,20150104,210834,32645,EP000009937448
01540,00000004eba5,20150104,230401,32645,EP000009937448
01540,00000004eba5,20150104,230414,31709,SH006856650000
01540,00000004eba5,20150104,233500,31709,EP006724492936
01540,00000004ecab,20150104,000000,11913,EP010855880008
01540,00000004ecab,20150104,073431,11913,SH006856660000
01540,00000004ecab,20150104,073932,10179,SH000369920000
01540,00000004ecab,20150104,075204,11896,SH009585240000
01540,00000004ecab,20150104,083000,11896,SH013854920000
01540,00000004ecab,20150104,083122,11913,EP000018936973
01540,00000004ecab,20150104,090000,11913,SH006856680000
01540,00000004ecab,20150104,100000,11913,EP005267840534
01540,00000004ecab,20150104,103903,11896,EP000015221152
01540,00000004ecab,20150104,103919,11741,SH014157500000
01540,00000004ecab,20150104,103926,99993,MP_MISSINGPROGRAM
01540,00000004ecab,20150104,103944,10179,SH020520650000
01540,00000004ecab,20150104,124614,99993,MP_MISSINGPROGRAM
01540,00000004ecab,20150104,124623,35481,EP000020872257
01540,00000004ecab,20150104,124629,11486,EP002036520445
01540,00000004ecab,20150104,125156,99993,MP_MISSINGPROGRAM
01540,00000004ecab,20150104,125203,11741,SH020414170000
01540,00000004ecab,20150104,125234,11896,SH002769000000
01540,00000004ecab,20150104,130000,11896,EP000031281216
01540,00000004ecab,20150104,131026,30754,EP000031281216
01540,00000004ecab,20150104,132016,99993,MP_MISSINGPROGRAM
01540,00000004ecab,20150104,132027,49788,EP017779720015
01540,00000004ecab,20150104,132043,11913,EP011775780050
01540,00000004ecab,20150104,132049,30754,EP000031281216
01540,00000004ecab,20150104,161719,31709,EP016328900040
01540,00000004ecab,20150104,161729,11948,SH001148370000
01540,00000004ecab,20150104,161750,11896,EP000031281216
01540,00000004ecab,20150104,161758,11948,SH001148370000
01540,00000004ecab,20150104,163000,11948,EP000031281283
01540,00000004ecab,20150104,164014,42599,EP000031281283
01540,00000004ecab,20150104,172617,14771,EP016806140002
01540,00000004ecab,20150104,172636,14771,EP016806140002
01540,00000004ecab,20150104,172709,99993,MP_MISSINGPROGRAM
01540,00000004ecab,20150104,172717,10142,SH000690190000
01540,00000004ecab,20150104,172729,11150,EP015103710057
01540,00000004ecab,20150104,172849,11164,MV000614850000
01540,00000004ecab,20150104,172857,42599,EP000031281283
01540,00000004ecab,20150104,174612,42599,EP000031281283
01540,00000004ecab,20150104,193000,42599,SH007795570000
01540,00000004ecab,20150104,200000,42599,EP000186930566
01540,00000004ecab,20150104,203000,42599,EP017390090035
01540,00000004ecab,20150104,203406,99993,MP_MISSINGPROGRAM
01540,00000004ecab,20150104,203426,11150,EP017324570030
01540,00000004ecab,20150104,210000,11150,EP015103710063
01540,00000004ecab,20150104,220000,11150,EP020481210008
01540,00000004ecab,20150104,220234,99993,MP_MISSINGPROGRAM
01540,00000004ecab,20150104,220241,10035,EP013413450121
01540,00000004ecab,20150104,220407,11896,EP003803410371
01540,00000004ecab,20150104,223825,11896,EP003803410371
01540,00000004ecab,20150104,230000,11896,SH007302710000
01540,00000004ecab,20150104,232703,11150,EP015103710063
01540,00000004ecab,20150104,232919,10035,EP013413450114
01540,00000004ecab,20150104,233158,10153,EP020156600005
01540,00000004ecab,20150104,233212,30754,SH007302710000
01540,00000004ecab,20150104,233221,22561,SH014740380000
01540,00000004ecab,20150104,233327,11207,EP011581240082
01540,00000004ecab,20150104,233334,22561,SH014740380000
01540,00000004ecab,20150104,233347,50167,SH017718120000
01540,00000004ecab,20150104,233413,11164,EP019234000008
01540,00000004ecab,20150104,233420,10035,EP013413450118
01540,00000004ecab,20150104,233430,14771,EP019165570022
01540,00000004ed23,20150104,072147,31709,SH006856660000
01540,00000004ed23,20150104,080000,31709,EP000018936973
01540,00000004ed23,20150104,090000,31709,SH006856680000
01540,00000004ed23,20150104,100000,31709,EP005267840534
01540,00000004ed23,20150104,110000,31709,SH007656790000
01540,00000004ed23,20150104,113000,31709,SH000405100000
01540,00000004ed23,20150104,113034,30754,SH006420720000
01540,00000004ed23,20150104,113608,50747,EP013246840031
01540,00000004ed23,20150104,120000,50747,EP020660030001
01540,00000004ed23,20150104,123000,50747,EP018059570004
01540,00000004ed23,20150104,130000,50747,EP012150420033
01540,00000004ed23,20150104,131003,49788,EP017779720015
01540,00000004ed23,20150104,133000,49788,EP017779720038
01540,00000004ed23,20150104,140000,49788,EP017779720040
01540,00000004ed23,20150104,143000,49788,EP017779720043
01540,00000004ed23,20150104,150000,49788,EP017779720045
01540,00000004ed23,20150104,152039,30754,EP000031281216
01540,00000004ed23,20150104,162141,42599,SH001148370000
01540,00000004ed23,20150104,163000,42599,EP000031281283
01540,00000004ed23,20150104,193000,42599,SH007795570000
01540,00000004ed23,20150104,195038,32645,EP019268370007
01540,00000004ed23,20150104,200000,32645,SH000369920000
01540,00000004ed23,20150104,200633,82547,SP003047200000
01540,00000004ed23,20150104,201417,32645,SH000369920000
01540,00000004ed23,20150104,210000,32645,EP000009937448
01540,00000004ed23,20150104,231209,45507,SH000199170000
01540,00000004ed23,20150104,231220,60696,SP003048350000
01540,00000004ed23,20150104,231229,99993,MP_MISSINGPROGRAM
01540,00000004ed23,20150104,231250,42599,EP009528282297
01540,00000004ed23,20150104,231256,99993,MP_MISSINGPROGRAM
01540,00000004ed23,20150104,231313,36205,EP000004390492
01540,00000004ed23,20150104,231319,99993,MP_MISSINGPROGRAM
01540,00000004ed23,20150104,231330,59615,EP012647200111
01540,00000004ed23,20150104,231336,31226,SH019318580000
01540,00000004ed23,20150104,231425,60179,SH010942060000
01540,00000004ed23,20150104,231436,58812,EP015972810030
01540,00000004ed23,20150104,231443,58515,EP011580820079
01540,00000004ed23,20150104,231450,42642,MV001158300000
01540,00000004ed23,20150104,231500,31709,SH006856650000
01540,00000004ed23,20150104,231702,99993,MP_MISSINGPROGRAM
01540,00000004ed23,20150104,231710,35481,EP000020872422
01540,00000004ed23,20150104,231716,99993,MP_MISSINGPROGRAM
01540,00000004ed23,20150104,231732,64312,MV000049640000
01540,00000004ed23,20150104,231744,99993,MP_MISSINGPROGRAM
01540,00000004ed23,20150104,231807,80212,EP016127700369
01540,00000004ed23,20150104,231815,99993,MP_MISSINGPROGRAM
01540,00000004ed23,20150104,231844,67236,MV000740420000
01540,00000004ed23,20150104,231850,99993,MP_MISSINGPROGRAM
01540,00000004ed23,20150104,231938,14782,SH000263440000
01540,00000004ed23,20150104,231947,99993,MP_MISSINGPROGRAM
01540,00000004ed23,20150104,231954,14782,SH000263440000
01540,00000004ed23,20150104,232000,99993,MP_MISSINGPROGRAM
01540,00000004ed23,20150104,232019,10201,MV001059980000
01540,00000004ed23,20150104,232029,17125,MV000414640000
01540,00000004ed23,20150104,232044,14870,MV000521250000
01540,00000004ed23,20150104,232053,43362,SH012363080000
01540,00000004ed23,20150104,232111,14791,SH016178660000
01540,00000004ed23,20150104,232117,99993,MP_MISSINGPROGRAM
01540,00000004ed23,20150104,232123,14791,SH016178660000
01540,00000004ed23,20150104,232135,12553,SH004806290000
01540,00000004ed23,20150104,232147,45654,SP003048350000
01540,00000004ed23,20150104,232153,99993,MP_MISSINGPROGRAM
01540,00000004ed23,20150104,232203,18284,EP020430350005
01540,00000004ed23,20150104,232249,16616,EP004154020167
01540,00000004ed23,20150104,232257,18284,EP020430350005
01540,00000004ed23,20150104,233000,16616,EP004154020106
01540,00000004ed66,20150104,161051,31709,EP016328900040
01540,00000004ed66,20150104,161115,30754,EP000031281216
01540,00000004ed66,20150104,161414,19600,SH001148370000
01540,00000004ed66,20150104,163000,19600,EP000031281283
01540,00000004ed66,20150104,174820,19600,EP000031281283
01540,00000004ed66,20150104,193000,19600,SH007795570000
01540,00000004ed66,20150104,195607,58530,MV000154700000
01540,00000004ed66,20150104,201349,59337,MV000833410000
01540,00000004ed66,20150104,201435,68385,MV001008900000
01540,00000004ed66,20150104,201507,67331,SH013758070000
01540,00000004ed66,20150104,201559,68385,MV001008900000
01540,00000004ed66,20150104,201745,46737,EP005864020330
01540,00000004ed66,20150104,201914,68385,MV001008900000
01540,00000004ed66,20150104,203027,46737,EP010455880150
01540,00000004ed66,20150104,203114,68385,MV001008900000
01540,00000004ed66,20150104,203200,46737,EP010455880150
01540,00000004ed66,20150104,203552,68385,MV001008900000
01540,00000004ed66,20150104,205021,46737,EP010455880150
01540,00000004ed66,20150104,205045,68385,MV001008900000
01540,00000004ed66,20150104,205316,67331,SH013758070000
01540,00000004ed66,20150104,205343,11163,MV003825930000
01540,00000004ed66,20150104,205512,99993,MP_MISSINGPROGRAM
01540,00000004ed66,20150104,205722,68385,MV001008900000
01540,00000004ed66,20150104,210654,99993,MP_MISSINGPROGRAM
01540,00000004ed66,20150104,211223,68385,MV001008900000
01540,00000004ed66,20150104,211803,99993,MP_MISSINGPROGRAM
01540,00000004ed66,20150104,212617,68385,MV001008900000
01540,00000004ed66,20150104,213051,99993,MP_MISSINGPROGRAM
01540,00000004ed66,20150104,213716,68385,MV001008900000
01540,00000004ed66,20150104,214356,99993,MP_MISSINGPROGRAM
01540,00000004ed66,20150104,215130,68385,MV001008900000
01540,00000004ed66,20150104,215905,99993,MP_MISSINGPROGRAM
01540,00000004ed66,20150104,220624,68385,MV001008900000
01540,00000004ed66,20150104,221412,70253,MV003998710000
01540,00000004ed66,20150104,221418,99993,MP_MISSINGPROGRAM
01540,00000004ed66,20150104,221427,70253,MV003998710000
01540,00000004ed66,20150104,221503,70253,MV003998710000
01540,00000004ed66,20150104,221513,99993,MP_MISSINGPROGRAM
01540,00000004ed66,20150104,221520,68385,MV001008900000
01540,00000004ed66,20150104,222152,99993,MP_MISSINGPROGRAM
01540,00000004ed66,20150104,222503,68385,MV001008900000
01540,00000004ed66,20150104,224024,99993,MP_MISSINGPROGRAM
01540,00000004ed66,20150104,224314,68385,MV001008900000
01540,00000004ed66,20150104,225707,99993,MP_MISSINGPROGRAM
01540,00000004ed66,20150104,230000,68385,MV000429080000
01540,00000004ede4,20150104,000000,59684,EP014482900028
01540,00000004ede4,20150104,000038,59684,EP014482900028
01540,00000004ede4,20150104,000059,11097,MV003286940000
